Id,Area, Diff
0,-1.848190994264376,-0.555921052631579
1,0.20360834054670782,0.0641726137377342
2,-0.36579479435035656,-0.06293966040024257
3,0.15295638161502056,0.05735276691551133
4,0.05191254127200132,-0.09438259109311742
5,0.20575869511815506,0.0973809523809524
6,0.20575869511815506,0.0973809523809524
7,0.03771943591868234,0.05735276691551133
8,-0.21420226274751353,-0.11146907216494845
9,-0.25583088948466237,-0.020121951219512213
10,0.05191254127200132,-0.09438259109311742
11,-0.15979874687392184,-0.020161290322580627
12,-0.013983758214266902,0.0646672914714152
13,-0.06345614896492546,0.049868137137377144
14,-0.13391798927983656,-0.09308671922377199
15,-0.13391798927983656,-0.09308671922377199
16,0.003759398496240518,-0.12734962406015043
17,-0.013983758214266902,0.0646672914714152
18,-0.13391798927983656,-0.09308671922377199
19,-0.11435138278895886,0.05735276691551133
20,-0.13391798927983656,-0.09308671922377199
21,-0.013983758214266902,0.0646672914714152
22,-0.13391798927983656,-0.09308671922377199
23,-0.16277242659854876,-0.09261986581574211
24,-0.2088718627614728,-0.023015873015873017
25,-0.2088718627614728,-0.023015873015873017
26,-0.2068650230008641,-0.09308671922377199
27,-0.3379230990556883,-0.11715089034676662
28,-0.18275704754760763,-0.10493922141867978
29,-0.048109712516298704,0.08286462951444495
30,-0.2788260176720308,-0.09896907216494844
31,-0.32846242425536676,0.12522686025408347
32,-0.20580611717731156,-0.11184210526315785
33,-0.03519430475794159,-0.09332358674463936
